64 192
1 17 0.1320652558944517
1 49 -0.6757391601196417
1 5 0.43927098255416097
1 13 0.36712921168664037
1 2 0.5589132450428286
1 4 0.39237797761472976
17 33 1.2103829448005146
17 21 -0.4928455620958469
17 29 1.7722373141304522
17 18 0.3455339293227169
17 20 -1.9004744012349206
49 33 1.1207853257101095
49 53 -0.9006650021263093
49 61 -0.6383649643320473
49 50 1.6285814975843107
49 52 -0.6194932325104345
5 21 1.0139826174902704
5 53 -0.1593792606459676
5 9 -0.9130406134783593
5 6 -0.3932837151899546
5 8 1.0789726383235816
13 9 -1.2103182785057622
13 29 0.3846405874298479
13 61 1.150530638874494
13 14 -0.15059655731851695
13 16 -1.3348615682080476
2 18 -0.024913247232074037
2 50 1.0164969111420428
2 6 -2.2731478548475845
2 14 -2.1903329422127977
2 3 0.04377645730217467
4 3 0.06401674721876854
4 20 1.0800151802661107
4 52 -2.0250175378306277
4 8 0.4236036077844409
4 16 -1.998058633938
18 34 -0.8170195660051686
18 22 0.31611764922177704
18 30 1.3119591036526246
18 19 1.4327625066373768
50 34 -1.0394674632844236
50 54 0.20748960530566118
50 62 -0.7098599172554051
50 51 0.7487940918661002
6 22 -1.219118780254408
6 54 1.0486802657810097
6 10 -0.9987346837124356
6 7 0.6540887721172631
14 10 0.49906392707996483
14 30 -0.6003666183084417
14 62 0.40036311100514815
14 15 -0.18536249986920023
3 19 -1.352015340233052
3 51 -2.1503200970060306
3 7 -0.14169842395889426
3 15 -0.8044976570033009
19 35 0.113575045097672
19 23 0.239702831947381
19 31 0.1316092275539416
19 20 -1.0226813504621226
51 35 1.1387357981126776
51 55 1.1100655983582353
51 63 -1.5669380968462963
51 52 -0.3963076954237947
7 23 1.0066778216593717
7 55 0.5375100521435756
7 11 -0.6558247193199268
7 8 -0.8890750402833772
15 11 1.1378527406539902
15 31 -0.47564286613986373
15 63 -0.46033792884921354
15 16 -0.23971867077751344
20 36 -0.3716941009918164
20 24 -1.500775929348125
20 32 -1.2103616315888972
52 36 0.4524372745485286
52 56 -0.4354348812875265
52 64 0.1507937568730235
8 24 -0.47359786599016895
8 56 -0.9147952205488651
8 12 -0.04636511878933572
16 12 -0.6807787744357754
16 32 0.588018345770516
16 64 -0.525158133621857
21 37 -1.0729369266839606
21 25 -1.5165771548552416
21 22 1.9144155428408252
21 24 -0.3879399159932481
53 37 -1.4849670062305522
53 57 0.3440084873032976
53 54 0.26509111310646016
53 56 3.0682364267190114
9 25 0.545633054635461
9 57 0.5854394526919197
9 10 -0.27366608688653604
9 12 -0.6026273358530571
22 38 1.1462235312656397
22 26 -2.0855855030804533
22 23 0.09859564080190575
54 38 -0.16477114110134067
54 58 0.4741041233779895
54 55 -1.6544140917845105
10 26 -0.9448251647212055
10 58 0.2809687635841372
10 11 0.6304216451369206
23 39 -1.0644047013630011
23 27 0.38043572743844073
23 24 -0.4431213545355975
55 39 0.23818249736296057
55 59 0.12938376703859597
55 56 -0.4365478390825372
11 27 0.5522519072563258
11 59 0.7031529289259674
11 12 -0.21436654779805486
24 40 0.18227109315150866
24 28 1.4313540159741207
56 40 -0.11434184484005096
56 60 -0.02268243141518411
12 28 -0.4327437094113565
12 60 0.8962379014738814
25 41 0.05826556064687691
25 29 1.0722705134302062
25 26 1.1736245129148297
25 28 0.7130432639136483
57 41 2.1120877372195386
57 61 0.1893370630142521
57 58 0.8154247929220735
57 60 -1.02263153620151
26 42 0.2988221308462047
26 30 -0.05734025904479299
26 27 -0.8031538941900566
58 42 -0.817684081065555
58 62 1.7253677979559168
58 59 0.1400939652830793
27 43 0.6518767212891823
27 31 0.48731997904600965
27 28 -1.261565794796408
59 43 0.670983955639651
59 63 0.8992055846992538
59 60 0.44100527518622157
28 44 1.9774705132675252
28 32 0.6412705528690877
60 44 0.5451088566454207
60 64 1.7602296589249555
29 45 0.38843276578052316
29 30 0.7995248752990705
29 32 1.4655670672870849
61 45 0.2768863971314394
61 62 0.6339458833634753
61 64 -0.19480354198599534
30 46 0.039680438619214206
30 31 1.0730524171442524
62 46 0.9079526528429636
62 63 0.050661414956692206
31 47 -0.8990113448253229
31 32 0.2698005493828177
63 47 0.625041138367838
63 64 -0.4524508594029124
32 48 -1.0097596264600341
64 48 -0.7704280994863382
33 37 0.16618066860167136
33 45 -0.8926330278845692
33 34 1.4820333319980177
33 36 -0.2913706977575374
34 38 2.010347952507762
34 46 0.2271103487359448
34 35 -1.221874539169631
35 39 -0.8697861864684987
35 47 -0.7334911065804527
35 36 -1.5342689133594944
36 40 0.2486234428834604
36 48 0.24846549060323903
37 41 0.9276909638362318
37 38 -0.3264633579151082
37 40 -3.354872879997383
38 42 -0.7638943833402538
38 39 -0.12764772315838668
39 43 0.6766989899651201
39 40 -0.7804023225511821
40 44 0.22301326189988602
41 45 -0.5787599247357141
41 42 -1.0710052782883404
41 44 -0.42941338759559416
42 46 -0.915598225017739
42 43 -0.19121420384052332
43 47 -2.88129584885664
43 44 1.3392795707059624
44 48 0.0982320608128742
45 46 -1.0173225175908516
45 48 0.656166838013079
46 47 -0.0794154292517018
47 48 0.6039783974154966
