625 1250
1 145 -0.3742243889812557
1 449 1.1024579275161859
1 93 -0.9643748464797011
1 574 -0.7871563202668903
2 233 -0.5263734573032179
2 525 0.6112714543153132
2 286 -0.21266016168407512
2 336 -0.45691360250083296
3 145 -0.5794098336233077
3 449 -1.7189055130113857
3 404 -0.8751866208613811
3 18 -1.1031657650327824
4 284 0.5097553274263182
4 95 -0.36038194592403566
4 15 -0.40920905686537057
4 54 0.19253279830972586
5 577 -0.9407432457109268
5 226 -0.43333258853303946
5 524 2.4024833720719814
5 96 1.7015941138436332
6 65 -2.7920250066738554
6 282 0.48138844193121055
6 85 0.2360656872568906
6 144 0.42076147423689747
7 58 0.31927794850851826
7 51 -0.17424410893473105
7 214 0.15753435976051
7 558 -0.4518840982688439
8 98 -1.6932349347428268
8 284 0.29820144166935175
8 486 1.1027607023906851
8 54 -0.44746430669442483
9 10 -0.6934961329259764
9 347 1.1801816126602676
9 532 0.21258358366330832
9 343 -0.488324252913204
10 290 0.5329393403199397
10 100 1.3519543209782408
10 285 -0.8580417183301556
11 277 0.7908120442136994
11 348 0.48413429397777863
11 589 -1.9228291675046725
11 534 0.45034159287416303
12 586 0.5055913747696538
12 485 1.045070659736566
12 535 -1.3140123414772586
12 63 -1.6296207970630059
13 403 -0.8263974211699191
13 104 1.8266608484546019
13 342 1.7950138480689417
13 536 1.020018687477187
14 537 -0.2972733634032069
14 99 1.0181755700633617
14 541 -0.8976662614978002
14 246 1.4619251134027387
15 348 0.02713381948587802
15 539 -1.5299072651798382
15 589 -1.3557534501183075
16 17 -0.6284986520632551
16 297 0.283492597179123
16 109 0.9194693762351482
16 112 -1.5567662839383194
17 537 -0.2140771329352187
17 541 -0.5213691737002174
17 110 -1.6872968324269337
18 299 0.8921542985977263
18 111 -0.03558544685564075
18 302 -0.6264130394992495
19 165 1.4532396340826566
19 109 -1.222534610055347
19 613 -1.3722046070424074
19 112 1.3138587765222827
20 217 0.8719336806240677
20 114 -0.5632899723772935
20 163 0.5945947712562053
20 24 -0.5297618244607885
21 546 0.1894473804891431
21 499 -0.17178128089100475
21 500 0.19063853889601673
21 164 -0.17395365541599445
22 179 -1.0923301548927826
22 500 -0.3561207610294363
22 164 -0.7119251479707408
22 102 0.6521498102277039
23 553 0.15658992203536132
23 116 0.674106397343854
23 213 1.2161023793577623
23 304 -0.20277947982232442
24 115 0.33779944641974735
24 549 0.29100534930679905
24 212 0.29780813462268807
25 555 0.2521849533045818
25 356 1.8277392831124806
25 550 -0.5167766080394876
25 118 -0.2635382874681447
26 307 -3.4276073582208184
26 263 1.8928868748682717
26 227 0.3309690557138348
26 119 0.7329477987358101
27 553 -1.1748569255112298
27 304 -0.20390329691868442
27 126 0.2375973237677845
27 120 0.8826230713452765
28 554 0.7130611480526953
28 267 -0.4080715312880815
28 364 -0.7323250029841958
28 370 -1.013472034380465
29 169 0.09610617960865224
29 266 -1.68611640972245
29 310 0.4877251687331419
29 122 -0.8693227847428815
30 316 0.09264721242931831
30 123 -0.5264272368250356
30 556 -0.8259015827426042
30 312 0.27434144874558003
31 124 -0.30897632089006477
31 596 0.25285217622363515
31 175 0.5232610208047189
31 608 2.071097959919563
32 58 -1.9003584685579609
32 331 -0.12531662974744265
32 558 1.448604413302623
32 368 0.34240243375642404
33 221 0.8473327204238532
33 126 1.6493710588673856
33 559 -0.011814307474169209
33 120 -0.9263968179549248
34 611 -0.9773289796774871
34 127 -0.3986846541327516
34 319 -0.9304513472509612
34 560 1.5021406162596513
35 129 -0.16489711540968768
35 562 -1.2830660019968128
35 318 0.9302732542614623
35 514 0.373681268282109
36 313 -0.7197478534150001
36 579 0.39082845773109953
36 46 0.09752691385214496
36 432 -1.8712924126861434
37 177 0.07146885360406678
37 603 0.6257487588866975
37 564 1.1709239650809908
37 131 0.6435530619842161
38 133 -0.6646387192939575
38 373 0.7481264969598079
38 566 -0.6957829857100254
38 87 0.5145524015852986
39 138 1.0577836033308678
39 182 -0.5241013548208319
39 567 1.093521904871765
39 135 -0.954345466904622
40 425 1.5166914239503966
40 378 2.4324887377326254
40 519 0.04333455550105811
40 568 0.5374405255920683
41 137 -0.7347582547648084
41 321 2.5835029445639868
41 325 -0.1950616089462997
41 42 1.88760014827743
42 139 -0.7450311887034071
42 324 0.06669827684227159
42 136 0.46810595070206545
43 433 -1.0472605250834406
43 570 -0.10234112029277093
43 135 2.7559387605401495
43 138 -0.6731270783323645
44 571 -0.7163210421090276
44 333 -0.21894415656758798
44 139 -1.8526434000597203
44 136 0.4936830313771796
45 330 0.20576086582039288
45 140 1.2688940022780808
45 421 -0.24026786867873617
45 575 -0.2145118592376189
46 524 2.11583857483445
46 226 -1.94324417906847
46 413 0.8523180189139571
47 187 0.2241018483567218
47 244 0.3817584652613486
47 141 -2.566431579274499
47 366 2.027905375696363
48 187 0.04089706393413462
48 244 -0.7803024999162337
48 188 -0.3593051909552399
48 479 -0.2968120073521966
49 377 2.2797082378060733
49 189 -1.276329414785817
49 526 1.4787253325984133
49 143 -1.975363626855052
50 593 -2.4329810423852343
50 386 0.24248837512869142
50 527 0.6313206189143925
50 247 0.21336226551708032
51 529 2.3803850943555607
51 250 0.039202410641917804
51 624 -1.360510079813087
52 244 0.5302353060982381
52 605 -0.34182007372454193
52 479 -1.15262611468567
52 159 -1.4915723650028172
53 385 0.5299828346976053
53 147 -0.9674082968347771
53 580 0.32606981087111264
53 239 -0.9107960464478417
54 586 0.10837342696916452
54 581 -1.1208113671875004
55 338 -1.8078250968429834
55 587 0.6204990937577232
55 588 0.3400336950459952
55 148 -1.5008163647874253
56 387 -0.9620957757499182
56 588 -0.6744635659760487
56 149 -2.3267950717347596
56 583 -0.09195513359855
57 170 1.9277010154089624
57 589 -1.8908936254296194
57 277 -0.3144128604918481
57 584 2.339492253776525
58 258 -1.9829927490327879
58 624 -1.5217925764637765
59 586 1.402805189153756
59 581 0.004188962241610508
59 535 0.632013134259662
59 151 -1.1026316691114169
60 338 -0.18139952737222842
60 587 -1.2181284826726775
60 158 0.26398610228673053
60 152 0.9163251484328315
61 154 0.8874854619558493
61 344 0.6225639648211032
61 198 0.7482164671888275
61 582 -0.17240788014498507
62 539 0.3978412819325485
62 589 0.35465910416021296
62 155 0.6271689514496372
62 584 0.01778672011429948
63 156 -0.8832860772909762
63 551 -0.5963825886745686
63 204 -0.6095554409784901
64 186 0.02028995763646756
64 245 -1.9733218922603832
64 158 -0.6555467901454041
64 152 -3.222745330479037
65 161 1.5789756677381743
65 594 0.057874221572401935
65 542 -0.3341857764707098
66 209 0.5095069282669573
66 346 -0.18609553999478998
66 406 0.9487883641770637
66 162 -0.3806515400704748
67 179 0.33407882683388646
67 356 0.40457062434034136
67 550 0.5748791086151485
67 327 -0.37934485121032724
68 401 -0.33229325004017424
68 114 0.16117910587622047
68 163 -0.7162683931631463
68 598 -0.05243366400049384
69 353 -0.9976375704467019
69 165 0.9901561583789911
69 403 0.049391666322379166
69 573 -0.4262337168654456
70 354 -1.7309107523296883
70 166 -0.46140099355019865
70 351 -0.24125006939380722
70 168 0.7290080015208231
71 169 1.2985283629655622
71 602 -1.1262528585684226
71 428 -0.4085264696083677
71 167 -2.106227412420572
72 564 1.1784190517130309
72 603 -0.7368428347748028
72 220 -0.46697992631953517
72 408 0.58194847767407
73 610 -0.07107153000539083
73 166 1.3219419540780788
73 79 -0.31128424168312324
73 168 0.8154719896589306
74 169 0.9821529335755534
74 122 0.10836872684521794
74 118 -0.2510559429875332
74 167 -0.7420817371095529
75 490 0.002500330218959343
75 268 0.811941434238337
75 215 1.0155299444447305
75 600 -0.5992467983119708
76 210 1.1150080129456064
76 171 -0.882479692055834
76 221 0.14397346506976966
76 559 -0.612489154730584
77 274 0.09318348094372307
77 331 -1.1750592470684613
