625 1250
1 145 0.8676987696301022
1 449 -0.1361749346364192
1 93 1.420995613032337
1 574 1.7927479786747977
2 233 -0.8157184127621158
2 525 2.444700866037937
2 286 1.7962201602206362
2 336 2.4680561130230845
3 145 0.6620922085683246
3 449 1.1623787012422733
3 404 1.5729773545153707
3 18 -0.48278625141898307
4 284 1.426814871144518
4 95 -0.622937284792753
4 15 0.615100543313589
4 54 -1.3525931147973984
5 577 -0.23178780432960988
5 226 1.5540428399266406
5 524 -0.13897354348769836
5 96 -0.5306102173265584
6 65 -1.688057946613489
6 282 0.5342144393255325
6 85 -0.6854322229412037
6 144 -0.5582977419368864
7 58 0.6862966015643571
7 51 0.7775964347247023
7 214 1.5364213408493188
7 558 -1.226747855857564
8 98 1.2104752306961644
8 284 -1.1310116279570943
8 486 -1.879970671732202
8 54 1.147906917839575
9 10 0.754111898309616
9 347 0.9578349485779927
9 532 -0.19549078493530314
9 343 0.4520605182021735
10 290 1.8005906963430969
10 100 -0.4500718233071649
10 285 -1.674127777196392
11 277 0.19531618548412405
11 348 1.0203264221774666
11 589 -0.43315228380509696
11 534 1.694102104601402
12 586 1.604802854830017
12 485 -0.6138434889730096
12 535 -0.6926284986768437
12 63 -0.3854067469997922
13 403 -0.4590603500004678
13 104 -1.1918110641991133
13 342 -0.29242559904782867
13 536 -0.43056459965829896
14 537 1.6612039912435805
14 99 -1.3936018994163553
14 541 -1.6390179620367602
14 246 0.0014776135933161863
15 348 1.232816556727993
15 539 -0.7335181978319306
15 589 1.2154402536969482
16 17 1.4015730516553189
16 297 -0.090153497996476
16 109 -1.4338438717508548
16 112 -0.09884346226216678
17 537 -1.6060861900987773
17 541 -1.460846999258198
17 110 -0.4539948460784297
18 299 0.5473640979427128
18 111 0.24253255720579994
18 302 -0.19551699481439505
19 165 1.147320428951244
19 109 0.48264050123992286
19 613 0.1359914715160895
19 112 0.66898810727023
20 217 -0.6357403751745284
20 114 -0.6842883623150503
20 163 -0.3182779051373713
20 24 -1.5200963922456516
21 546 -0.015506606843749157
21 499 -0.41159533197586956
21 500 -0.41379098372260276
21 164 0.35561797417267077
22 179 0.34248524651396
22 500 0.6453527062431257
22 164 -0.7636506493741158
22 102 -0.017367698192221958
23 553 1.126300966577043
23 116 0.7076270962630249
23 213 -0.1589694465549943
23 304 0.007385629025852179
24 115 -0.9625439839398676
24 549 0.8678645725869841
24 212 -0.5354985157013746
25 555 -1.1334079506958012
25 356 0.5755550784951543
25 550 1.023725040413536
25 118 -0.20579460356154025
26 307 -0.3599656693428823
26 263 -1.8014697994016808
26 227 1.3283369116217594
26 119 1.3493704861452531
27 553 0.6807909126377897
27 304 -0.653355538215299
27 126 -0.6902767234669445
27 120 0.5639596499142713
28 554 0.18960000426065698
28 267 -0.9295646149705408
28 364 -0.12130365641914236
28 370 -0.4783100424638761
29 169 0.721136213465629
29 266 -0.9426424590925512
29 310 0.38152152882300433
29 122 -0.7955157622460554
30 316 0.5001999911856605
30 123 0.7690841179097946
30 556 -0.3163141786306957
30 312 0.3915656164112663
31 124 1.8995880480263967
31 596 0.8653224888121266
31 175 1.215042814224252
31 608 1.2929352249579875
32 58 0.5179519529199558
32 331 -1.4787580535817986
32 558 1.1295185855284013
32 368 0.5591088536469649
33 221 1.1548779950691785
33 126 -1.9979765408512287
33 559 -0.9913299462575513
33 120 0.3682991428146496
34 611 -0.1798432515782198
34 127 0.3977070594598014
34 319 -1.4336292178181853
34 560 -0.4567819138424509
35 129 -0.12833735047454967
35 562 -1.0676321026539126
35 318 0.6013105124915896
35 514 -0.48088503366953445
36 313 -0.4704409975084867
36 579 0.5572117719367462
36 46 0.9083502465325705
36 432 -1.6135881684276834
37 177 0.15260251631667335
37 603 -3.4452327568264245
37 564 0.15683236365740663
37 131 0.7433935624314022
38 133 1.7943588666560248
38 373 -0.07557665098050786
38 566 1.3735002288469906
38 87 -0.4916613619622231
39 138 0.5704587848871079
39 182 1.0851555954064147
39 567 -0.0642317762853688
39 135 0.5452266004204456
40 425 1.9300966195837896
40 378 1.7271635103406222
40 519 0.5833074338096484
40 568 -0.4686105599644201
41 137 -0.3654727682179709
41 321 -0.4977017702236244
41 325 -0.8088092732982858
41 42 1.0279258407799974
42 139 0.040290385273934304
42 324 -0.8257482020847725
42 136 -1.3430992807559798
43 433 0.06273722224689982
43 570 0.20098613870389498
43 135 -1.459885195048754
43 138 1.4305744115289838
44 571 -0.5587965489764237
44 333 1.0514489498127888
44 139 1.4479247023965323
44 136 1.4132524350939
45 330 0.26615289530133934
45 140 -0.6128364331763976
45 421 -0.04918725624936005
45 575 -0.2534490195645074
46 524 0.9019341147036735
46 226 -1.1976683950756284
46 413 0.2473719006026684
47 187 -0.42871343234158354
47 244 0.539511369022931
47 141 -0.04849446209966802
47 366 -0.179253730002553
48 187 -0.2805283493662291
48 244 0.33836193997753045
48 188 -0.8651509944472076
48 479 0.588582203813361
49 377 -0.28341456534293863
49 189 -0.1417309841576996
49 526 0.08830412277072718
49 143 0.1336649792488641
50 593 0.4941846654355861
50 386 1.711469894751917
50 527 -1.5626172196867392
50 247 1.0276341978560053
51 529 -1.3793292355852718
51 250 -0.7283058879557857
51 624 -0.5395242908811041
52 244 1.0745401933141872
52 605 -0.669220098712987
52 479 -0.1696914447412795
52 159 0.8907435764630834
53 385 -1.0221719092090282
53 147 -0.5840776055984085
53 580 0.8423938456622699
53 239 0.04793336208184487
54 586 0.2047565717453455
54 581 -0.25974205499265146
55 338 1.0187466050157368
55 587 0.514809957887874
55 588 -1.2971197254345448
55 148 1.0802152293514986
56 387 -0.5198591830293604
56 588 -0.33581791459908644
56 149 0.8758319029946954
56 583 1.2257002901175758
57 170 -0.26569971073753246
57 589 -0.48732729094260535
57 277 0.013761800577942365
57 584 -0.9916196463312569
58 258 -0.6389231550997717
58 624 0.04696974249000589
59 586 0.6999473787154177
59 581 0.7011424205575275
59 535 0.677696293860857
59 151 -0.09593632200735548
60 338 2.332067330527779
60 587 -1.0043169491657675
60 158 0.5385439450388256
60 152 1.3074923295988061
61 154 -0.07821853866091284
61 344 -0.46982489519610965
61 198 -0.25541705481953936
61 582 0.683794603978545
62 539 -0.6050182029177531
62 589 0.01875936782855388
62 155 -2.333542855042565
62 584 1.0452734946130995
63 156 -0.6050184176339607
63 551 0.5712498014351189
63 204 -0.7655879763759915
64 186 0.7156124012479191
64 245 -0.3737927837374871
64 158 -0.18379976910867876
64 152 0.24792548395737588
65 161 1.5580919861641667
65 594 -0.20188707956350396
65 542 0.7491570909270019
66 209 1.2001845679201968
66 346 -0.03822604117316985
66 406 0.33253272327970873
66 162 1.7687494878084837
67 179 2.2655408386623708
67 356 0.860226184733424
67 550 0.2411382341118772
67 327 -0.14498088462334768
68 401 0.1723219849107615
68 114 2.3375209092569835
68 163 -0.02479596940233558
68 598 -2.724816981050882
69 353 0.9632344682111172
69 165 0.46820272441412486
69 403 -0.9680789240964014
69 573 0.04841167724040005
70 354 -0.7704218143250542
70 166 0.4624193608577037
70 351 -0.6834110736043081
70 168 0.7069396313140083
71 169 0.3486049580724852
71 602 -0.3990615489123794
71 428 -0.8818360791027252
71 167 -0.2441931077139347
72 564 0.3698202761905958
72 603 -0.3619581054272452
72 220 -3.053298682504559
72 408 -0.9236823944860348
73 610 1.0128149065018894
73 166 -0.22731822869295176
73 79 -0.18408594607403875
73 168 -1.388259503459007
74 169 0.26104011324475457
74 122 -0.3729977461651995
74 118 0.28714631229262616
74 167 0.09410080860106326
75 490 1.3897932563852566
75 268 0.12406872602975845
75 215 -0.3802706112141793
75 600 1.0068597333611728
76 210 1.5422755687581426
76 171 -1.7018763984764813
76 221 0.8215848406379214
76 559 -0.08936730652396668
77 274 -0.1618424990705179
77 331 0.19278776928708324
77 558 -0.16500908796971459
77 216 -0.6659735023601074
78 217 -0.025208985971931053
78 172 -0.2707886358300569
78 559 -0.5149848403506119
78 120 -0.9083010440997563
79 218 1.0452441201116274
79 611 -0.40616406589550064
79 560 1.6321123792450296
80 411 -0.46287433269861966
80 612 -1.3561047859567217
80 174 -0.15310212297287978
80 616 -0.6995650520464022
81 387 -0.46740673602981947
81 367 -0.09707843722218333
81 175 0.9989767673600543
81 552 0.7552817227214221
82 552 0.056146871112029505
82 615 0.22630847886709818
82 415 -0.622354738859872
82 176 -0.6497768196176735
83 178 -1.4293647736305857
83 371 -0.09439430819887172
83 382 0.7830139380258
83 224 1.2664855081498216
84 617 -0.0178597012695132
84 180 -0.2422168200605473
84 183 -0.7161655900311997
84 431 0.6920748075525859
85 433 0.7739628567718481
85 594 0.5651661776915374
85 476 -0.1313410975970734
86 379 -1.376033951520293
86 182 -0.410827313905761
86 375 0.43941124160091877
86 135 -0.1821499777163005
87 425 1.0821528028896352
