400 800
1 21 -1.3461363457001245
1 381 -2.045079719628956
1 2 -1.8074241744727277
1 20 -0.7905351607435607
21 41 0.6599610541975715
21 22 0.6197107691102087
21 40 -0.36161015431817917
381 361 1.2176555727234997
381 382 -0.7991125272094604
381 400 -0.009028324657272801
2 22 -0.7419748663638324
2 382 -0.2209964410011554
2 3 0.30624475040462346
20 19 0.22300239188080048
20 40 0.44686442328874365
20 400 1.8199522834956166
22 42 -2.091957888382268
22 23 -0.5573845113813225
382 362 0.27775257786151875
382 383 1.2734594665630545
3 23 0.10041971676512705
3 383 -0.13034850109418497
3 4 1.0596881962750717
23 43 -0.43757173791091414
23 24 1.6333195290206513
383 363 0.9731200930937638
383 384 -0.49924444344988794
4 24 0.31180746430755696
4 384 -0.9878133962274703
4 5 0.8088852244098366
24 44 -1.0514492340467174
24 25 -0.5806352526514944
384 364 0.7188951037223843
384 385 0.2008582694907102
5 25 0.6736291977879679
5 385 0.5724173897527493
5 6 0.5529060782757151
25 45 -1.552937241633568
25 26 -0.6957077177158796
385 365 2.1848041092882102
385 386 -0.5560205335429171
6 26 2.859809272094485
6 386 1.1248015883859208
6 7 1.333301669841682
26 46 0.5992183962854727
26 27 -0.44157045542285944
386 366 -0.7042078007641783
386 387 -0.3300406618354296
7 27 0.030072579839991957
7 387 1.0287214076447406
7 8 0.37820994171785866
27 47 1.0643438096198516
27 28 -0.3226690828438261
387 367 -0.5819613437568756
387 388 0.4402287607557124
8 28 -0.04886557341908786
8 388 0.5939242796282365
8 9 -0.6675211105573492
28 48 0.2243686288700352
28 29 0.4388514726605848
388 368 -2.087367521426457
388 389 0.16079475954606032
9 29 0.3635295633932694
9 389 -0.011100774538121057
9 10 1.6145344722672637
29 49 1.4067631779695402
29 30 -2.2360084413237797
389 369 -1.2152484597145512
389 390 0.4146596481403253
10 30 0.128345303900849
10 390 0.7068532916644876
10 11 -1.7646758414914354
30 50 0.07440945834521595
30 31 0.5108474281245349
390 370 -0.661090845127736
390 391 -2.050010982605617
11 31 0.8959687684623966
11 391 0.3414643971578728
11 12 1.1970014765185284
31 51 0.2939526310453223
31 32 -0.6099906529881282
391 371 0.9826695880561552
391 392 0.5093712348826983
12 32 -0.026011305407641076
12 392 -1.133021074682284
12 13 0.606260195201402
32 52 0.04379805450913139
32 33 3.0012472081295907
392 372 -1.7279624918057155
392 393 0.25787707435698676
13 33 2.3475058557862925
13 393 -0.9368957486041568
13 14 0.29838914450883514
33 53 -0.3961460396058809
33 34 0.8049620475648165
393 373 -0.3866949740512303
393 394 -0.31105908608716426
14 34 -1.4037518667965583
14 394 -1.2267552358160143
14 15 0.6497420271606122
34 54 0.5643016784908228
34 35 -0.5865474778979799
394 374 -0.09355448626532144
394 395 1.9181946889599506
15 35 -1.2810224656250524
15 395 0.03727388939075212
15 16 0.2943068751546977
35 55 -1.3638796341911212
35 36 -0.0025653938102663406
395 375 -0.7132364371629242
395 396 1.650002349420939
16 36 0.601713840689921
16 396 -1.2250660984090587
16 17 0.7665809408625602
36 56 -0.43090834216051943
36 37 0.5818645215032562
396 376 0.08591245155248824
396 397 0.3529010285062592
17 37 -0.6281977109250726
17 397 -0.3050028070043047
17 18 -0.6535271361784479
37 57 0.7461585499794902
37 38 1.0330945220386782
397 377 0.18242785634942296
397 398 0.3403284072694287
18 38 -0.9898088913888083
18 398 -1.3262971560067813
18 19 0.6435969190470092
38 58 0.41447920985479053
38 39 -0.28358898502489266
398 378 0.5558170644927659
398 399 0.5905010269647121
19 39 -0.7021173739319079
19 399 0.4498423112351333
39 59 -0.08047669064275431
39 40 -1.7099933613136087
399 379 0.5707841478534993
399 400 0.730952067566238
40 60 0.1707081173118328
400 380 -0.27423527875854936
41 61 -0.4148599550426324
41 42 3.3033469077790247
41 60 -0.11990181273213005
42 62 0.9877043095050148
42 43 -0.9781876028296587
43 63 -1.6954792316167497
43 44 2.183598047827126
44 64 -0.3079452773841395
44 45 -0.3883552815055182
45 65 0.5561770778373412
45 46 -1.4679955066408752
46 66 -0.21021792546102105
46 47 -1.9283314354232668
47 67 -1.274103978850716
47 48 0.5271265704144531
48 68 0.42265700712736765
48 49 -1.5627736682248579
49 69 0.47285141613346365
49 50 1.1507681784849861
50 70 0.004338890838079248
50 51 -0.7876375193731633
51 71 1.071076052778777
51 52 -1.145227892871339
52 72 1.3272471650424869
52 53 -0.5635657553718267
53 73 -0.6053208516620876
53 54 1.0780922082638973
54 74 -0.6332283900801156
54 55 -0.7193524868514094
55 75 -0.7084628432594331
55 56 -0.596554669985241
56 76 -1.1110409327933606
56 57 2.312493627653659
57 77 0.3581130014391189
57 58 0.259391884737705
58 78 0.52245356948533
58 59 1.8904964069201977
59 79 -0.49329919989163057
59 60 0.23040231195607802
60 80 0.9957940310150687
61 81 -0.6878108271570905
61 62 -0.6810757336107949
61 80 1.2710806335271352
62 82 -1.1967703730776862
62 63 0.4137148284482186
63 83 1.1175018974310764
63 64 -0.7573030371610585
64 84 -0.25392425867747787
64 65 1.1789034256843605
65 85 -1.0125330087424265
65 66 0.30042497737897106
66 86 -1.3442082562526274
66 67 2.1389741304646286
67 87 0.5866265053577434
67 68 -0.701388979702946
