128 127
1 2 0.8928601514360016
2 3 0.3319798053011772
3 4 0.8212291230578318
4 5 0.0416966257252499
5 6 0.10765667993596795
6 7 0.5950520642062402
7 8 0.5298173621928216
8 9 0.4188074285566543
9 10 0.33540784927332923
10 11 0.6225194321960902
11 12 0.4381414261088741
12 13 0.7358821063486902
13 14 0.5180364119992688
14 15 0.5788586002261571
15 16 0.6453550958955938
16 17 0.9902242713734164
17 18 0.8198581969218414
18 19 0.4132009348161808
19 20 0.8762676552066274
20 21 0.8237594325705213
21 22 0.054474507822354634
22 23 0.7186372365641943
23 24 0.8021705624244754
24 25 0.7364066438114389
25 26 0.7091317507811673
26 27 0.5409368543025281
27 28 0.12482417438060978
28 29 0.9576472954696684
29 30 0.40325629873491986
30 31 0.2169511603235601
31 32 0.7172758464533194
32 33 0.9942074384219376
33 34 0.25561405560083506
34 35 0.6713094319392804
35 36 0.5990059131391166
36 37 0.7173321455555131
37 38 0.9373495346449046
38 39 0.35180976853970203
39 40 0.253634097471396
40 41 0.402472509036773
41 42 0.746510717184985
42 43 0.7240705674116883
43 44 0.4061077960583893
44 45 0.9893798482800024
45 46 0.450499280745166
46 47 0.3738084341003529
47 48 0.7096286061692021
48 49 0.08245855331170848
49 50 0.3983729188112832
50 51 0.7708809663078797
51 52 0.7647509835004671
52 53 0.28385938355769735
53 54 0.18954219037038056
54 55 0.471250964735315
55 56 0.3348060445026235
56 57 0.734735043713651
57 58 0.18910711553486437
58 59 0.33110407412108767
59 60 0.8442284208225689
60 61 0.6150240343223761
61 62 0.8852640797373716
62 63 0.976553020407678
63 64 0.8369085929071826
64 65 0.1808246260859393
65 66 0.6184105084545883
66 67 0.47610887327334417
67 68 0.4041566546727281
68 69 0.7418836875490091
69 70 0.8259332891691836
70 71 0.6832298304876416
71 72 0.1392716054909724
72 73 0.7028250573984112
73 74 0.05883729016413808
74 75 0.19266547475121587
75 76 0.9247937649551963
76 77 0.40510245736399164
77 78 0.1482915326009432
78 79 0.6822871306745838
79 80 0.16348875076461844
80 81 0.6482252410665106
81 82 0.25161414317047803
82 83 0.04137550130090173
83 84 0.9587226003159738
84 85 0.06622048081343157
85 86 0.5129401860856384
86 87 0.34129659121992095
87 88 0.6600098186453978
88 89 0.8444273371187893
89 90 0.6038665567071057
90 91 0.5872136909757353
91 92 0.11703303553464184
92 93 0.7104503354427769
93 94 0.2045232578451328
94 95 0.4903677932571596
95 96 0.036608530436010756
96 97 0.31540357558877097
97 98 0.8630304070993419
98 99 0.5584666182241689
99 100 0.5467078262764856
100 101 0.3678246589341122
101 102 0.8281566850989471
102 103 0.27635045943263903
103 104 0.12565834166662404
104 105 0.5627810794926762
105 106 0.26733900537394384
106 107 0.7750349283063583
107 108 0.17940634553953905
108 109 0.7832566713374955
109 110 0.6079963208342927
110 111 0.04174887615355327
111 112 0.5612751321916013
112 113 0.668137734826942
113 114 0.9383926066665844
114 115 0.7860058588119633
115 116 0.7504304715208374
116 117 0.49705097583455327
117 118 0.042732501652877675
118 119 0.8168674964457434
119 120 0.013623744191839093
120 121 0.550041185715105
121 122 0.5667967713250512
122 123 0.11291833478714641
123 124 0.06277623983126424
124 125 0.5747242249670239
125 126 0.48548526579068974
126 127 0.3014220971351398
127 128 0.03979555804662849
