32 31
1 2 0.1802696888767692
2 3 0.019475241487624584
3 4 0.4632185264983446
4 5 0.7249339291921478
5 6 0.42020360458772743
6 7 0.4854270981677824
7 8 0.012780814590608647
8 9 0.4873716073198716
9 10 0.9418066523433661
10 11 0.8507950893767787
11 12 0.7299644702208186
12 13 0.10873607186897494
13 14 0.8939041702850812
14 15 0.8571542470728296
15 16 0.16508661759522714
16 17 0.6323340138234961
17 18 0.020483612791232675
18 19 0.11673726878001622
19 20 0.3163673116125404
20 21 0.15791230667493694
21 22 0.7589795881605054
22 23 0.8182753578641435
23 24 0.34462449095921743
24 25 0.3187987968624336
25 26 0.11166123199466038
26 27 0.08395314332205706
27 28 0.7127259356888429
28 29 0.5995433962576555
29 30 0.055673679585078406
30 31 0.47979728165943036
31 32 0.4016764806306522
