216 648
1 37 -0.5708476892217688
1 181 0.01877253090728866
1 7 0.49254590841312873
1 31 -1.2996092696494719
1 2 1.37322602420596
1 6 -2.2781023167728214
37 73 -0.892431213323922
37 43 -0.6020890894935438
37 67 -1.2495463639700128
37 38 -0.6100308458604555
37 42 0.12605779500157757
181 145 -0.11020465428966746
181 187 -0.287869470305971
181 211 0.13189543899079698
181 182 1.2246377296212432
181 186 -0.2854264312947828
7 43 -1.1614304925240497
7 187 -1.0510054024769055
7 13 -0.3636118340502878
7 8 1.057470799479231
7 12 -0.30490251672122715
31 25 -1.5454857042201415
31 67 -0.2654856142524642
31 211 1.2131678552892817
31 32 1.4178142902767448
31 36 -0.49510242938996546
2 38 -0.4356893525512955
2 182 0.3708415233666923
2 8 1.0048961289648288
2 32 -1.0604814543811014
2 3 -0.47879969168209063
6 5 0.2932283323635266
6 42 -0.8571035462947764
6 186 -1.839351331536657
6 12 0.32349129123482145
6 36 -0.4498548509904341
38 74 0.6727005742348933
38 44 -0.6330391077648329
38 68 0.007927369379902485
38 39 -0.008737654637946422
182 146 -0.581500309060075
182 188 1.4302338427708603
182 212 -0.444667742268434
182 183 -1.821803562845468
8 44 -1.0232140050150167
8 188 0.04778990119349768
8 14 3.022288235645187
8 9 -0.7752712664492192
32 26 0.2896860307590439
32 68 0.5806688968351839
32 212 0.2952116580594801
32 33 -0.25813293943065535
3 39 -0.059693727006419874
3 183 0.19988795757999012
3 9 -1.401618199702567
3 33 1.2833769111595026
3 4 1.5823400863242194
39 75 1.880745124928745
39 45 1.266423474682243
39 69 -0.6441387399937721
39 40 -0.9691288669437875
183 147 -0.22628831417673528
183 189 -0.7481795529324898
183 213 -1.5773049194797497
183 184 0.34398056561913676
9 45 0.6688056248378569
9 189 0.7990860025081351
9 15 -1.0916747153092052
9 10 0.3182116681635325
33 27 0.0891564948545511
33 69 1.1221616577896474
33 213 -0.2227406139967054
33 34 -3.7129707442856583
4 40 -1.3114133916256412
4 184 0.34903574804741444
4 10 -0.5855955389402918
4 34 0.325964249558402
4 5 0.3463803268824779
40 76 -0.4086451720490521
40 46 0.31932875444163966
40 70 0.8457268596735307
40 41 -1.9215616395224455
184 148 1.8852921444484012
184 190 -1.4810720423346886
184 214 0.8043435114211916
184 185 -1.361648097745208
10 46 -0.09894127412543337
10 190 0.010885565337353718
10 16 2.218001193993577
10 11 0.614665688079054
34 28 -0.14425740042969679
34 70 -0.1677245770901581
34 214 -1.1152359455455614
34 35 -0.5337125017385866
5 41 0.5900314555688861
5 185 -1.960321398808473
5 11 0.35247342195998
5 35 -0.2731291924481046
41 77 -0.65814783084475
41 47 -0.5243037318025362
41 71 -1.1147816635933911
41 42 2.259720519484427
185 149 0.39904576392720825
185 191 1.6148031437262895
185 215 0.418790745656139
185 186 1.5857643548063551
11 47 0.40582408096475314
11 191 -0.7291465727866531
11 17 -0.03252739600600455
11 12 -0.9492564077359003
35 29 2.2130010723189066
35 71 1.168428888497815
35 215 0.23704067359564227
35 36 -0.6512597280571591
42 78 0.17408735988599414
42 48 0.824005396262427
42 72 0.7716149377337637
186 150 0.6200376109009241
186 192 -0.46659711646542595
186 216 -1.0738804197149334
12 48 0.7607598139767782
12 192 0.10363928182743722
12 18 0.4457704843020239
